date,views,likes,comments,shares,total engagements,engagement rate %,company name,post topic,post url,post content,number of faces,face emotion,face position,face area %,objects,number of objects,object 1,object 1 position,object 1 area %,object 2,object 2 position,object 2 area %,text length,dominant colour,cta,cta position,cta area %,logos,logo 1 name,logo 1 position,logo 1 area %,logo 2 name,logo 2 position,logo 2 area %,number of persons,person area %
2023-08-07,1947,7,0,0,7,0.36,Infosys,Thought Leader,https://twitter.com/Infosys/status/1688482617862070273,"Vinit Ajgaonkar, Infosys, discusses the maturity journey of automated cloud identity and access management and highlights the need for IAM factory in the era of cloud, in this latest whitepaper. Read more here. http://infy.com/44VnDPn #cybersecurity #fortifycyber",1,Joy,center-right,13.07018891,"Person, Clothing, Shirt",3,Person,center-right,47.08931481,Clothing,bottom-right,17.6255974,106,peru,,,,Infosys,Infosys,top-left,1.42566426,,,,1,47.08931481
2023-08-03,767,5,0,0,5,0.66,Infosys,Thought Leader,https://twitter.com/Infosys/status/1687040617291943936,"Manesh Sadasivan, Infosys, highlights how organizations can succeed in providing a superior #customerexperience in today’s hypercompetitive world. Read more on 
@FinancialXpress
: http://bit.ly/43SNqqc",1,Joy,center-right,14.7500384,"Person, Clothing",2,Person,center-right,38.62797473,Clothing,bottom-right,7.092536424,130,darkcyan,,,,Infosys,Infosys,top-left,1.317769928,,,,1,38.62797473
2023-08-07,2093,7,0,0,7,0.34,Infosys,Events,https://twitter.com/Infosys/status/1688431619093250049,"#InfosysInnovationNetwork (IIN) proudly brings the third edition of the #InfosysStartupDay on August 17. 
Register now to learn about emerging technologies and innovative solutions from the #SAP ecosystem. Click here: http://infy.com/3rTr9v4

#iCETS #InfySAPServices",1,Joy,top-right,0.7433573952,"Person, Outerwear, Jeans, Lighting",4,Person,center-right,16.60708761,Outerwear,center-right,9.947125636,65,dimgray,REGISTER NOW,center-left,0.7095684227,Infosys,Infosys,top-left,1.723237598,,,,1,16.60708761
2023-08-10,1501,6,0,0,6,0.4,Infosys,Offerings,https://twitter.com/Infosys/status/1689602801754685440,"Banks are innovating to make purposeful advancements in segment specific skills, service models and value propositions to better serve clients. Read the 
@HFSResearch
 report in partnership with Infosys: http://infy.com/453TvkX
#Banking #DigitalTransformation #FinancialServices",1,Joy,center-right,0.7264629089,"Shirt, Person, Person",3,Shirt,center-right,2.620736284,Person,center-right,5.169607489,231,coral,,,,Infosys,Infosys,top-left,1.618031024,,,,2,10.15443536
2023-08-10,1543,1,0,0,1,0.07,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1689606572215775233,"As a global SI with strategic focus on #Microsoft technologies and continuous investments to back them, we are thrilled to announce that Infosys has bagged a rich haul in Microsoft Partner of the Year Awards, 2023. http://infy.com/3YwsdBB",,,,,Lighting,1,Lighting,center-right,28.07132831,,,,389,lightsteelblue,,,,Infosys,Infosys,top-left,1.465980648,,,,0,0
2023-08-09,1249,3,0,0,3,0.25,Infosys,Thought Leader,https://twitter.com/Infosys/status/1689230047503151104,"Learn about new SEC rules for enterprises on disclosing their #cybersecurity incidents, their implications, and the dimensions to define material #cyberrisk, in this article authored by Mayank Agarwal, Infosys. Know more: http://bit.ly/3DKu1gJ #fortifycyber",1,Joy,center-right,1.225618185,"Person, Clothing",2,Person,center-right,5.592015459,Clothing,center-right,1.935328518,104,coral,,,,Infosys,Infosys,top-left,1.551988942,,,,1,5.592015459
2023-08-17,935,3,0,0,3,0.33,Infosys,Offerings,https://twitter.com/Infosys/status/1692068749656887696,"Enhance speed, accuracy and trust with Infosys. Learn how to empower insurance providers to deliver exceptional #customerexperiences through workflow automation, self-service options and personalized communications channels via our 3D environment. http://bit.ly/44d7zZ0",,,,,,,,,,,,,89,gainsboro,,,,Infosys,Infosys,top-left,1.054753494,,,,,
2023-08-16,1700,10,0,0,10,0.59,Infosys,Offerings,https://twitter.com/Infosys/status/1691806536723513518,".
@talkingrain
’s ERP #transformation with Microsoft & Infosys is set to revolutionize operations, enhance efficiency, & meet customer demands. It will propel the company to new heights with AI-powered features and real-time data for smarter decisions. http://prn.to/3YG8GhV",1,Joy,center-right,2.457379819,Person,1,Person,center-right,28.40652799,,,,110,darkslategray,,,,Infosys,Infosys,top-left,1.3995546,,,,1,28.40652799
2023-08-25,562,2,0,0,2,0.36,Infosys,Offerings,https://twitter.com/Infosys/status/1694960303249780965,"Infosys Generative AI Labs, part of #InfosysTopaz, brings together ready-to-use industry solutions, a large partner ecosystem, accelerators, and responsible design frameworks. Learn more! http://infy.com/3Pcvy5J
 
#GenerativeAI",,,,,"Laptop, Person, Houseplant, Computer keyboard",4,Laptop,center-right,30.28348677,Person,bottom-right,8.273350977,41,dimgray,,,,,,,,,,,1,8.273350977
2023-08-25,906,5,0,0,5,0.56,Infosys,Offerings,https://twitter.com/Infosys/status/1694975405625618479,"More than 80% employees say that AI makes them more productive, as per our research.
To understand how smart companies are using AI for everything from processes to customer journeys, read #TechNavigator: http://infy.com/3YN55yM #InfosysTopaz 
@Infosys_IKI",2,Joy,center-right,1.141673571,"Person, Person, Laptop, Outerwear, Desk",5,Person,center-right,14.88481304,Person,center,10.0240354,69,darkslategray,,,,Infosys,Infosys,top-left,1.562551781,,,,2,24.90884844
2023-08-17,588,2,1,0,2,0.35,Infosys,Offerings,https://twitter.com/Infosys/status/1692129147470934233,Hyper-immersive & automated experiences will elevate #CX to the next level. Get started on unlocking the next level of #DigitalCommerce growth by reading our POV here. http://infy.com/3YCaQzg,,,,,"Mobile phone, Person",2,Mobile phone,center,10.22891751,Person,center,68.00840483,87,dimgray,,,,Infosys,Infosys,top-left,1.596520298,,,,1,68.00840483
2023-08-17,740,6,0,0,6,0.82,Infosys,Offerings,https://twitter.com/Infosys/status/1692121597325271522,"In a rapidly growing financial services market, a FIX Exchange Simulator can help to overcome challenges and improve the efficiency of testing FIX-based systems. 
Learn more from this blog http://infy.com/3qwD3uL by 
@Arun2Shanmugam

#InfyTesting #QualityEngineering #FIXSimulator",,,,,"Person, Calculator, Table top, Person",4,Person,top-center,17.54563783,Calculator,center-right,6.887322746,137,darkslategray,,,,Infosys,Infosys,top-left,1.651052066,,,,2,33.08217609
2023-08-25,806,1,0,0,1,0.13,Infosys,Thought Leader,https://twitter.com/Infosys/status/1694982956819869726,"Securing the finance sector's digital transformation is paramount. Learn how financial institutions can safeguard their cloud resources with modern cybersecurity methods through this POV authored by Shashank Salaskar, Infosys. http://infy.com/3suksQz #cybersecurity #fortifycyber",1,Joy,center-right,2.51919828,"Person, Clothing",2,Person,center-right,5.470239467,Clothing,center-right,1.754263995,104,coral,,,,Infosys,Infosys,top-left,1.548149286,,,,1,5.470239467
2023-08-25,475,1,0,0,1,0.22,Infosys,Offerings,https://twitter.com/Infosys/status/1694998056112959957,"Cost takeout refers to eliminating unnecessary expenses, from a business, through strategic planning. How is this different from cost reduction?
Read here: http://infy.com/45rsPuW",2,Joy,center,0.301988401,"Person, Person, Person, Person, Clothing, Houseplant, Clothing",7,Person,bottom-right,7.273779035,Person,bottom-right,2.015364726,99,gainsboro,,,,Infosys,Infosys,top-left,0.613918807,,,,4,22.64700969
2023-08-28,1781,9,2,0,11,0.62,HCL,Offerings,https://twitter.com/hcltech/status/1696044623506837671,"Introducing HCLTech's Rapid Application Development and Integration Framework for Microsoft Teams (RADIFT). Unlock automation, integration, and innovation seamlessly. Build, innovate, and deliver exceptional user experiences. https://bit.ly/3QOo3Tu",2,Joy,top-right,2.053040317,"Person, Person, Person, Glasses, Glasses, Laptop, Clothing",7,Person,center-right,18.7494744,Person,center-right,18.34643506,126,dimgray,,,,,,,,,,,3,53.8042372
2023-08-28,53200,1000,10,0,1010,1.9,Infosys,Sports,https://twitter.com/Infosys/status/1696225659574698012,"Congratulations on the fantastic win today 
@iga_swiatek
 ! 🎾🪇
#IgaXInfosys #ChampionsEvolve #NavigateYourNext",1,Joy,top-center,4.528508772,"Hat, Person, Clothing, Person, Top, Person",6,Person,center,54.99287407,Hat,top-center,4.475969395,8,tan,,,,Infosys,Infosys,center-left,0.4024767802,,,,3,64.90289641
2023-08-29,2308,9,0,0,9,0.39,Infosys,Offerings,https://twitter.com/Infosys/status/1696424952570810627,Witness the remarkable transformation of a global communication provider as they transition from satellite TV to 5G domination anchored by Infosys. http://infy.com/3Pga8V6 #agiledevops,,,,,"Mobile phone, Person",2,Mobile phone,center-right,5.759295247,Person,bottom-right,21.5128455,81,darkslategray,,,,Infosys,Infosys,top-left,1.461757027,,,,1,21.5128455
2023-08-29,2306,12,0,0,12,0.53,Infosys,Offerings,https://twitter.com/Infosys/status/1696489128106377562,"Harness the power of AI-assisted #QualityEngineering to cultivate a culture of innovation. Learn from Dr. Grigori Melnik, Chief Strategy Officer at 
@Tricentis
, & 
@VensIyengar
, Infosys, in this forward-looking viewpoint. Read more. http://infy.com/47V5vr5 #InfosysTopaz",1,Joy,center,0.2695438489,"Person, Computer monitor, Computer monitor",3,Person,center,21.96953037,Computer monitor,center-right,4.282258619,82,darkslategray,,,,,,,,,,,1,21.96953037
2023-08-03,308,1,0,0,1,0.33,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1687064528943452160,We are honored to be positioned as a Leader for the second consecutive year in the Everest Group’s 5G Engineering Services PEAK Matrix® Assessment 2023. Read more. http://infy.com/43SijLw #InfyNews,,,,,,,,,,,,,170,darkslategray,,,,Infosys,Infosys,top-left,1.708646905,,,,,
2023-08-03,1306,4,0,0,4,0.31,Infosys,Offerings,https://twitter.com/Infosys/status/1687070817421512704,"A transformed digital-ready enterprise is going to be a customer-centric, outcome-oriented enterprise with product thinking, agility, and value flow at the core. Explore more here. http://infy.com/3qiXEm7",2,Joy,top-right,1.452157887,"Person, Person, Outerwear, Table top, Outerwear",5,Person,center-right,19.48518641,Outerwear,center-right,11.51795826,76,gray,,,,Infosys,Infosys,top-left,1.816925204,,,,2,30.82440436
2023-08-09,1417,3,0,0,3,0.22,Infosys,Events,https://twitter.com/Infosys/status/1689169651068997632,Being AI Conversations' series opening session in Calgary set the stage for an inspiring event. Sessions from industry experts on the AI trends and their impact were insightful. http://infy.com/3OswQb1 #InfosysTopaz #GenerativeAI,,,,,Poster,1,Poster,center,51.76223262,,,,76,dodgerblue,,,,Infosys,Infosys,top-center,4.87699877,,,,0,0
2023-08-09,1363,8,0,0,8,0.59,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1689267791948365824,".
@NHInsight
 has recognized Infosys as a Leader in its NEAT report for SAP Cloud Migration Services. Read the full report to discover how we are helping enterprises transform their core and realize greater business value. http://infy.com/3QxPJfp",1,Joy,top-right,3.110121333,"Person, Person, Top",3,Person,center-right,34.52374389,Person,center-right,40.24757854,104,dimgray,,,,Infosys,Infosys,top-left,1.27399785,,,,2,74.77132243
2023-08-14,2268,6,1,0,6,0.27,Infosys,Thought Leader,https://twitter.com/Infosys/status/1690974035373428736,"Discover the need of enterprises to implement centralized cloud security platforms for enhanced cyber risk mitigation and cost optimization, in this whitepaper authored by 
@aniljrajan
, Infosys. Read more. http://infy.com/447eVMX #cybersecurity #fortifycyber",1,Joy,center-right,1.572723084,"Person, Clothing",2,Person,center-right,5.723774141,Clothing,center-right,1.680080617,111,coral,,,,Infosys,Infosys,top-left,1.5189679,,,,1,5.723774141
2023-08-14,1770,3,0,0,3,0.17,Infosys,Events,https://twitter.com/Infosys/status/1690966487052271616,"This Point of view by Puru Sharma helps us in analyzing the potential vulnerabilities, and diversifying strategies various organizations are looking at. To read more click here: http://infy.com/3ODs5f4",1,Joy,center-right,1.881431424,Person,1,Person,center-right,5.558750803,,,,104,goldenrod,,,,Infosys,Infosys,top-left,1.618031024,,,,1,5.558750803
2023-08-30,2650,4,1,0,5,0.19,Infosys,Offerings,https://twitter.com/Infosys/status/1696809991175311624,Alert! Something in the Service Experience Transformation horizon awaits you. #RedefiningServiceExperience #SETChronicles #InfosysCobalt,,,,,"Person, Clothing",2,Person,center-right,27.64798372,Clothing,bottom-right,2.992977632,103,lightseagreen,,,,,,,,,,,1,27.64798372
2023-08-31,2657,5,0,0,5,0.19,Infosys,Offerings,https://twitter.com/Infosys/status/1697240329861353964,"Catch #iCETS leader Manjunatha Kukkuru at #GoogleCloudNext in San Francisco, converse about #GenerativeAI & innovative Infosys solutions such as AI-based Fraud Detection, AI-based Migration Workbench & much more. http://infy.com/3syNT3V #InfosysTopaz #InfosysCobalt 
@googlecloud",3,Joy,bottom-center,3.155045308,"Person, Person, Person, Pants",4,Person,center-right,21.47009265,Person,bottom-right,7.358665097,84,dimgray,,,,Infosys,Infosys,top-left,1.364997696,,,,3,34.94602863
2023-08-17,887,1,0,0,1,0.12,Infosys,Thought Leader,https://twitter.com/Infosys/status/1692083850980008059,"John Premkumar, Infosys, writes about the significance of #digitalexperiences (DX) in #digitaltransformation and how they influence business profits. Read more on 
@ExpComputer
. http://bit.ly/45cvR62",1,Joy,center-right,1.499769621,"Person, Clothing",2,Person,center-right,5.100105169,Clothing,center-right,2.096763375,98,lightseagreen,,,,Infosys,Infosys,top-left,1.585009983,,,,1,5.100105169
2023-08-01,2588,6,0,0,6,0.24,Infosys,Offerings,https://twitter.com/Infosys/status/1686285643255517184,"Discover in this article by 
@AlokUniyal13
 the way out for organizations that have fragmented value chains, functional siloes, and limited alignment between business and technology. http://infy.com/43TY5kq",1,Joy,top-right,1.672554139,"Laptop, Person, Tie, Table top, Glasses",5,Person,center-right,18.37463309,Laptop,bottom-center,11.6773109,79,darkslategray,,,,Infosys,Infosys,top-left,1.723237598,,,,1,18.37463309
2023-08-14,2321,6,0,0,6,0.26,Infosys,Thought Leader,https://twitter.com/Infosys/status/1690996693154574337,"Navin Rammohan, Infosys, and Mukul Pandya, Associate Fellow at Oxford University Said Business School talk about Infosys Court vision, an AI and 3D tech-powered feature that allows fans to visualize the data points of tennis players. http://bit.ly/3OSDIjo",1,Joy,top-center,0.7775303333,"Shorts, Tennis racket, Person, Person, Footwear, Top, Person, Footwear, Person",9,Person,center-right,38.60116271,Person,center-right,38.10213514,90,darkslategray,,,,Infosys,Infosys,top-left,1.3995546,,,,4,79.2278762
2023-08-11,1662,4,0,0,4,0.25,Infosys,Offerings,https://twitter.com/Infosys/status/1689932171773886464,"Learn how enterprises can manage complex landscape of service providers, ensure alignment with the customer’s business objectives, and enable better collaboration to deliver best-in-class Service Integration and Management. Read more. http://infy.com/3qj6IHP #InfosysCobalt",2,Joy,top-right,1.247504224,"Person, Person, Coat, Outerwear, Luggage & bags, Packaged goods",6,Person,center-right,23.96506301,Person,center,15.19204503,87,rosybrown,,,,,,,,,,,2,39.15710805
2023-08-17,894,3,0,0,3,0.34,Infosys,Thought Leader,https://twitter.com/Infosys/status/1692098951653019946,"In Communications Today, Gaurav Uniyal, Infosys, shares his perspective on cloud-based Enterprise Asset Management and how it is revolutionizing the way organizations manage and maintain their assets. http://bit.ly/45zk3dF #InfosysCobalt",2,Joy,center,1.428735985,"Person, Chair",2,Person,center,24.70462046,Chair,bottom-center,10.12207491,82,darkslategray,,,,,,,,,,,1,24.70462046
2023-08-11,2121,4,0,0,4,0.19,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1689962371710603265,Infosys has been named a Leader in the 2022 Gartner® Magic Quadrant™ for SAP S/4HANA Application Services Worldwide. We believe the recognition validates our capabilities and approach to accelerate and contextualize S/4HANA-led transformation for clients. http://infy.com/3qzU8Up,1,Joy,center-right,2.102595607,"Person, Lighting",2,Person,center-right,23.84473227,Lighting,center,8.531541011,99,darkslategray,,,,Infosys,Infosys,top-left,1.670250346,,,,1,23.84473227
2023-08-02,2051,7,0,0,7,0.35,Infosys,Offerings,https://twitter.com/Infosys/status/1686685782252109824,"The asset & #wealthmanagement industry is at a digital crossroads. Ecosystem alliances can serve as a critical next wave to help digest mergers & acquisitions & drive new forms of growth, according to a report by HFS Research in partnership with Infosys: http://infy.com/3qjVClx",2,Joy,center-right,1.204116111,"Laptop, Person, Person, Outerwear",4,Laptop,bottom-right,5.360450769,Person,bottom-center,19.88266393,123,silver,,,,Infosys,Infosys,top-left,1.689448625,,,,2,39.67968045
2023-08-03,1362,2,0,0,2,0.15,Infosys,Offerings,https://twitter.com/Infosys/status/1687085921286410240,"Infosys SmartMAP Platform, built on Microsoft Power Platform, helps with automation needs by infusing #ArtificialIntelligence and using a range of SaaS AI services without disrupting the legacy landscape. To know more read here: http://infy.com/45d819W",2,Joy,top-center,0.8846567348,"Person, Person, Pants, Pants, Outerwear",5,Person,center,18.85022969,Person,center-right,15.59553705,100,darkslategray,,,,Infosys,Infosys,top-left,1.618031024,,,,2,34.44576674
2023-08-17,765,3,0,0,3,0.4,Infosys,Thought Leader,https://twitter.com/Infosys/status/1692114048333070569,"This POV by Sreeram Lekshminarayanan and Bharath Koppolu dig deeper into explaining that while challenges remain, XR’s transformative impact on healthcare is undeniable, paving the way for more efficient, effective, & patient-centric practices. Read more: http://infy.com/3OFW31H",2,Joy,center,0.8662263861,"Person, Person, Outerwear, Clothing",4,Person,center,2.884784675,Person,center,2.449793075,124,lightseagreen,,,,Infosys,Infosys,top-left,0.8639225925,,,,2,5.334577749
2023-08-25,798,2,0,0,2,0.26,Infosys,Offerings,https://twitter.com/Infosys/status/1694990502091763829,"Integrating plant lifecycle data across the IT, OT, and ET domains, Infosys and AFRY were able to build a single source of truth across the plant lifecycle—a #digitaltwin of the entire plant. Read more. http://bit.ly/3OQqNgD",1,Joy,top-right,1.322286661,"Hat, Belt, Person, Top, Pants",5,Person,center-right,21.42315028,Hat,top-right,2.228336219,88,slategray,,,,Infosys,Infosys,top-left,1.562551781,,,,1,21.42315028
2023-08-25,329,1,0,0,1,0.31,Infosys,Thought Leader,https://twitter.com/Infosys/status/1695005600864678205,"Listen to Rafee Tarafdar as he discusses how despite a macroeconomic slowdown, there is significant interest in #generativeAI among enterprises. Find out more at 
@Forbes
. http://bit.ly/3YOiwym
#InfosysTopaz 
@ForbesIndia",1,Joy,center-right,5.255721087,"Person, Hat, Outerwear, Shirt, Coat, Suit",6,Person,center-right,40.38252395,Hat,top-right,4.193834319,169,peru,,,,,,,,,,,1,40.38252395
2023-08-09,1465,5,0,0,5,0.35,Infosys,Offerings,https://twitter.com/Infosys/status/1689252694869819393,"Infosys helped a leading wind engineering company to attain next generation security by implementing SASE based solutions across their global network, thereby reducing the attack surface. Read more. http://infy.com/43XWoTd #fortifycyber #cybersecurity",2,Joy,center-right,1.140377822,"Helmet, Helmet, Person, Person",4,Person,center-right,20.18683448,Person,bottom-center,12.6574001,68,cadetblue,,,,Infosys,Infosys,top-left,1.618031024,,,,2,32.84423458
2023-08-09,1593,8,0,0,8,0.51,Infosys,Offerings,https://twitter.com/Infosys/status/1689147372377354240,"Infosys SIAM enables better collaboration to ensure seamless alignment between suppliers & business goals. It prioritizes fairness in its service integrator function, utilizing persona-based solutions and industry best practices. Read more. http://infy.com/3qoPwR2 #InfosysCobalt",2,Joy,top-center,0.9599139917,"Person, Person, Chair, Person, Chair",5,Person,center,20.36652129,Person,center-right,18.14994719,96,darkslategray,,,,,,,,,,,3,60.76289184
2023-08-28,2898,12,2,0,14,0.49,Infosys,Offerings,https://twitter.com/Infosys/status/1696070118508261398,"This paper touches upon the critical aspects of the Manufacturing Execution System (MES) and lays out a detailed view of the evolution of MES and its impact on Smart Manufacturing. http://infy.com/3ORC4NW
 
#InfyEngineeringServices | #InfosysCobalt | #SmartManufacturing",,,,,,,,,,,,,73,darkslategray,,,,,,,,,,,,
2023-08-28,2307,7,0,0,7,0.31,Infosys,Offerings,https://twitter.com/Infosys/status/1696041205371428895,Uncover all things on specialized #LLM and explore the power of AI's exponential growth through this insightful article. Stay at the forefront of technology with a deep dive into the world of AI advancements. Read more: http://infy.com/3Z0cnPJ #iCETS,1,Joy,center,0.5398556289,"Person, Pants, Person, Outerwear, Outerwear, Jeans, Tire, Tire",8,Person,center-right,22.2864925,Person,center,12.14723061,155,darkslategray,,,,Infosys,Infosys,top-left,1.461757027,,,,2,34.43372311
2023-08-29,2308,9,0,0,9,0.39,Infosys,Offerings,https://twitter.com/Infosys/status/1696432506000515252,"Revolutionize Claims Processing with Infosys. Use our 3D #Insurance experience and learn how to enhance efficiency and accuracy with RPA, seamlessly integrate with partners for optimized claims experiences and improve customer satisfaction. http://bit.ly/44d7zZ0",,,,,Shoe,1,Shoe,center-right,6.449445031,,,,92,gainsboro,,,,Infosys,Infosys,top-left,1.033251421,,,,0,0
2023-08-30,1962,4,0,0,4,0.21,Infosys,Offerings,https://twitter.com/Infosys/status/1696870390100893717,"Platform engineering can save up to 40% of developers' effort building products, and enable up to 25% faster time-to-value, as per our research.
Access Tech Navigator reports, infographics and videos here: http://infy.com/3PhB9Yp
@Infosys_IKI
",2,Joy,center-right,0.8124712026,"Person, Person, Outerwear, Clothing",4,Person,bottom-right,11.55404475,Person,bottom-right,9.304305935,65,slategray,,,,Infosys,Infosys,top-left,1.430655813,,,,2,20.85835069
2023-08-30,1979,7,0,0,7,0.36,Infosys,Thought Leader,https://twitter.com/Infosys/status/1696817541887263045,"Learn how to proactively identify and mitigate vulnerabilities in your cloud security posture and enhance cloud cyber resiliency with Security Chaos Engineering, through this POV authored by Rohini Sathaye. Read more. http://infy.com/3L3yFdL #cybersecurity #fortifycyber",1,Joy,center-right,1.523959453,Person,1,Person,center-right,7.155174181,,,,109,coral,,,,Infosys,Infosys,top-left,1.551988942,,,,1,7.155174181
2023-08-26,12500,57,3,0,60,0.48,IBM,Diversity & Inclusion,https://twitter.com/IBM/status/1695459633949753655,"What can your organization do today to advance more women into leadership roles?

Read 
@IBMIBV
 x Chief’s latest report to learn more about intentional gender equity this #womensequalityday. https://ibm.co/482iHKT.",,,,,,,,,,,,,114,lightcyan,,,,,,,,,,,,
2023-08-28,2100,17,0,0,17,0.81,Capgemini,Offerings,https://twitter.com/Capgemini/status/1696145714210918835,Explore both the practical realities and the exciting alternative realities that can be unleashed through cloud-driven transformation. Don’t miss our #CloudRealities podcast broadcasting live from #GoogleCloudNext about the latest #cloud trends! https://bit.ly/3YgcFS5,,,,,Packaged goods,1,Packaged goods,center,96.78544718,,,,13,midnightblue,,,,,,,,,,,0,0
2023-08-14,2137,8,0,0,8,0.38,Infosys,Thought Leader,https://twitter.com/Infosys/status/1690958936650743809,"Harness the power of #GenerativeAI for seamless #SAP business transformation. Punit Chordia, Infosys, shares insights on AI's new inflection point in #QualityEngineering. http://infy.com/440kblj #InfosysTopaz #InfyTesting #SAPTesting",,,,,Tablet computer,1,Tablet computer,center-right,19.78120271,,,,51,rosybrown,,,,,,,,,,,0,0
2023-08-17,827,1,0,0,1,0.13,Infosys,PR,https://twitter.com/Infosys/status/1692106500653633893,"A conversation with 
@sunil_infy
, Infosys reveals leadership lessons for enterprise AI adoption. Listen to the full interview with 
@mkrigsman
 in 
@cxotalk
. http://bit.ly/47yEM3f #InfosysTopaz",1,Joy,center-right,2.457379819,"Person, Hat",2,Person,center-right,6.800393948,Hat,center-right,6.362685028,68,goldenrod,,,,,,,,,,,1,6.800393948
2023-08-25,295,1,0,0,1,0.34,Infosys,Thought Leader,https://twitter.com/Infosys/status/1694967855463231799,"In this podcast, Rafee Tarafdar, Infosys, talks about how large enterprises use #opensource software to power innovation and deliver resilience. Read more. http://bit.ly/3soYXAK",1,Joy,center-right,5.211181078,"Person, Suit, Hat, Shirt",4,Person,center-right,36.65540337,Suit,bottom-right,20.61627381,127,lightseagreen,,,,,,,,,,,1,36.65540337
2023-08-25,3730,8,0,0,8,0.22,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1695020701407732062,"“Infosys handles extensive mainframe modernizations with well-balanced onshore and offshore expertise.” - says Pedro L Bicudo Maschio, 
@ISG_News
. Read the report to understand what makes Infosys a Leader in the #mainframemodernization space. http://infy.com/45nDJSd #InfosysCobalt",5,Joy,center-right,1.182614038,"Person, Person, Person, Shirt, Pants",5,Person,bottom-right,14.41217506,Person,center,10.55006311,72,dimgray,,,,,,,,,,,3,33.47958749
2023-08-28,2268,12,0,0,12,0.53,Infosys,Offerings,https://twitter.com/Infosys/status/1696100316121338002,"How is AI reshaping industries? Explore ""Beyond GPUs: a hard look at taking AI everywhere,"" authored by Kaushal Desai. Get your insights here: http://infy.com/3Z0gviH

#InfosysTopaz #appliedAI #GenerativeAI",1,Joy,top-right,1.854553832,"Person, Coat",2,Person,center-right,35.1366298,Coat,center-right,23.51835554,71,dimgray,,,,,,,,,,,1,35.1366298
2023-08-17,720,7,0,0,7,0.98,Infosys,Thought Leader,https://twitter.com/Infosys/status/1692046532147577284,".
@shambhulingayya
, Infosys, highlights the importance of encryption in a data-centric security approach and discusses the encryption procedures to mitigate #cyberrisks. Read more. http://bit.ly/3s3C4CG #cybersecurity #fortifycyber",1,Joy,center-right,6.945937644,"Glasses, Person, Hat",3,Person,center-right,39.77678889,Glasses,center-right,2.333751083,115,coral,,,,Infosys,Infosys,top-left,1.078175395,,,,1,39.77678889
2023-08-29,2302,6,0,0,6,0.27,Infosys,Thought Leader,https://twitter.com/Infosys/status/1696482599873462732,"A conversation with Infosys’ 
@iamvarrier
, focusing on the 3 key priorities CIOs and CHROs to partner on improving employee experiences.

Read more in 
@star_cio
: https://bit.ly/43Jve2k",1,Joy,center-right,3.110121333,Person,1,Person,center-right,7.549708726,,,,121,lightseagreen,,,,Infosys,Infosys,top-left,1.585009983,,,,1,7.549708726
2023-08-30,2881,14,0,0,14,0.49,Infosys,Brand,https://twitter.com/Infosys/status/1696772241860784429,"Our campuses are a safe space for your budding careers! Come and live the #InfyLife.
#ForwardWithInfosys",,,,,Packaged goods,1,Packaged goods,center,30.39187973,,,,49,darkkhaki,,,,Infosys,Infosys,bottom-right,6.485294118,,,,0,0
2023-08-25,22900,205,15,0,220,0.97,Infosys,Leadership,https://twitter.com/Infosys/status/1695028255143669866,".
@SalilParekh
, Infosys, talks about Infosys’ partnership with 
@iga_swiatek
 as global brand ambassador. Her relentless evolution mirrors the digital transformation journey to become champions in the industry. http://infy.com/3QUrb0h #IgaXInfosys #ChampionsEvolve #NavigateYourNext",1,Joy,center-right,3.687605591,"Tie, Person, Suit",3,Person,center-right,29.70799864,Tie,bottom-right,3.042735072,274,black,,,,Infosys,Infosys,top-left,1.640301029,,,,1,29.70799864
2023-08-28,1862,4,1,0,5,0.27,HCL,Deals,https://twitter.com/hcltech/status/1696139267368697916,"We are delighted to share that we have entered into an exclusive preferred professional services agreement with Cloud Software Group to help implement, upgrade, modernize and provide services for all #TIBCO products for enterprise customers across the globe.
Close to 400 professional services employees from Cloud Software Group will transition to HCLTech, scaling up our TIBCO Center of Excellence. This #partnership will help drive better value for end customers leveraging TIBCO products to further accelerat",,,,,,,,,,,,,126,lightblue,Learn more,bottom-right,0.3453403833,,,,,,,,,
2023-08-30,2261,6,0,0,6,0.27,Infosys,Offerings,https://twitter.com/Infosys/status/1696794896311410951,"In this video, understand from Oliver de Wilde, Hitachi Energy’s global head of service integration, how Hitachi is driving transformation with a greenfield implementation of ServiceNow’s ITSM module. http://bit.ly/3Pfu7Dx",,,,,Sculpture,1,Sculpture,center-right,24.17852988,,,,114,darkslategray,,,,,,,,,,,0,0
2023-08-28,2262,10,0,0,10,0.45,Infosys,Offerings,https://twitter.com/Infosys/status/1696079426134417642,"Nasir Mohammed, Director, Service Delivery – IT at 
@Cisco
, talks about Cisco’s technical support services transformation and the partnership with Infosys. Watch the video to learn more. http://infy.com/3KVKzGo #InfosysCobalt",2,Joy,center-right,1.269390263,"Computer monitor, Person, Computer monitor, Computer monitor",4,Person,bottom-right,22.93137392,Computer monitor,bottom-center,4.697915219,89,midnightblue,,,,Cisco Systems,Cisco Systems,top-right,1.47980341,,,,1,22.93137392
